original_glrlm_RunLengthNonUniformity,original_glszm_GrayLevelVariance,original_gldm_SmallDependenceLowGrayLevelEmphasis,histopathology
92.299303126479,7.58448753462604,0.0052344492671201,SQUAMOUS
1993.45941163839,5.12055363321799,0.0040272921048909,OTHER
1083.88369668794,7.1396484375,0.0029898635475765,OTHER
6263.67918239669,4.04931357147736,0.000889008881036457,SQUAMOUS
2363.5568221406,4.38957475994513,0.0013277002743927,SQUAMOUS
4125.14842311021,4.85358636873788,0.0019786768868282,SQUAMOUS
2457.42914740605,4.96778546129195,0.0010232428581884,OTHER
829.752103527367,6.93639053254438,0.0042216806269278,SQUAMOUS
3565.28989733587,4.77427783422848,0.0020893299231544,OTHER
6100.89102088264,4.52764635265871,0.0016467477376893,SQUAMOUS
1953.59304779077,7.12326388888889,0.004290314820513,SQUAMOUS
77.6287026512847,8.91836734693877,0.0168163519371219,OTHER
1589.78690393494,4.544375,0.0011172433919239,SQUAMOUS
2488.02503774528,6.40445982314494,0.005297411562721,SQUAMOUS
3275.9822034594,3.73931972789116,0.0016098960653654,SQUAMOUS
4521.39051215073,8.114990234375,0.0016981417422805,SQUAMOUS
558.880156935026,4.26608977825852,0.0040128232449577,SQUAMOUS
1321.48168717886,6.12534626038781,0.0062968205293016,SQUAMOUS
1071.6232424893,6.50666666666667,0.006087448957812,SQUAMOUS
605.068153367272,5.279000594884,0.0036668429450527,SQUAMOUS
2612.5240489042,5.41343490304709,0.0041300262292728,OTHER
367.028279065046,6.3904,0.002845578111984,OTHER
6942.98304647598,3.92864265927978,0.0014996638806887,SQUAMOUS
2864.69222865057,4.47518266565886,0.001650704666058,SQUAMOUS
4331.49470725499,3.70387755102041,0.0027695167572862,OTHER
2920.52203602972,5.31683873264507,0.006083150528169,SQUAMOUS
7017.73876745927,4.48454963839579,0.0022166071854919,SQUAMOUS
